Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
1390,Polovan motor,Scooter,2004,17354,200,12,16,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,1999,33432,800,29,40,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
530,Polovan motor,Scooter,2008,10300,49,2,3,1, Automatski, Narandžasta, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2006,8500,150,7,10,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2003,19000,125,13,18,, Automatski,, Nije registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Scooter,2001,12000,150,15,20,, Automatski,, Registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Sport / Super sport,2000,65000,998,114,155,4, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
900,Polovan motor,Touring,1988,68800,1000,75,102,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Naked,2007,40500,1200,120,163,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2005,22104,124,9,12,, Automatski, Zlatna, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Sport / Super sport,2010,15000,50,8,11,1, Manuelni,, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sport / Super sport,1989,45000,599,63,86,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Sport / Super sport,2001,27797,749,103,140,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
75,Polovan motor,Moped,1988,10000,49,1,1,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Scooter,2002,31000,500,29,39,1, Automatski, Bordo, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Chopper / Cruiser,1994,69175,805,47,64,2, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
2650,Polovan motor,Enduro / Cross,2004,3500,125,11,15,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
420,Polovan motor,Sport / Super sport,1985,35000,125,15,20,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Chopper / Cruiser,2005,29000,249,20,27,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2014,5683,50,3,4,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,2004,100,125,28,38,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
9390,Nov motor,Naked,2017,0,847,85,116,3, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,1998,11000,150,10,14,1, Automatski,, Nije registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Sport / Super sport,2003,37446,600,88,120,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,1991,40000,600,36,49,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3950,Polovan motor,Sport / Super sport,2009,32765,600,72,98,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Sport / Super sport,2006,23220,599,78,106,, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2009,6300,50,3,4,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sport / Super sport,1992,53000,600,35,48,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
270,Polovan motor,Scooter,2000,11050,49,4,5,, Automatski,, Nije registrovan, Strane tablice, Nije ostecen
700,Polovan motor,Enduro / Cross,1992,34000,600,32,44,1, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
3500,Polovan motor,Chopper / Cruiser,2003,42000,650,29,39,2, Manuelni,, Registrovan,Domace tablice, Nije ostecen
5299,Polovan motor,Enduro / Cross,2008,39000,798,52,71,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Touring,2007,46000,800,83,113,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Scooter,2003,28000,400,33,45,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
11855,Nov motor,Naked,2017,0,1043,104,142,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
28000,Polovan motor,Sport / Super sport,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,1994,61000,849,28,38,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1340,Polovan motor,Scooter,2004,28000,22,14,19,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
16000,Polovan motor,Touring,2011,36000,1600,117,159,6, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Sport / Super sport,2003,36000,600,74,101,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Naked,2006,30000,599,72,98,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2010,19000,125,8,11,, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Sport / Super sport,2006,56000,750,81,110,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Naked,2008,43000,748,77,105,4, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
4000,Polovan motor,Scooter,2012,16300,330,25,34,1, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Sport / Super sport,2009,29500,125,11,15,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,2006,25000,645,55,75,2, Manuelni, Plava, Registrovan,Domace tablice, ostecen - u voznom stanju
1999,Polovan motor,Scooter,2006,14500,250,15,20,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Enduro / Cross,1988,35000,125,16,22,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
2800,Polovan motor,Moped,2004,40000,600,100,136,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2299,Polovan motor,Sport / Super sport,2003,53000,600,100,136,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Scooter,2006,1,500,29,39,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Sport / Super sport,1995,45000,750,96,131,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
155,Polovan motor,Enduro / Cross,1975,12,150,15,20,, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
1080,Nov motor,Scooter,2017,0,49,3,3,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
2499,Polovan motor,Scooter,2003,1,650,50,68,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
3500,Polovan motor,Enduro / Cross,2005,40000,650,37,50,1, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Scooter,2013,8500,125,8,11,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
5300,Polovan motor,Chopper / Cruiser,2009,13000,650,48,65,2, Manuelni, Srebrna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1992,38000,500,37,50,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Moped,2000,5000,150,11,15,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2003,2000,49,4,5,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,1994,40000,652,25,34,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Touring,1993,20000,1100,72,98,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Sport / Super sport,1998,,600,90,122,, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1992,40000,600,38,52,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2009,1140,125,15,20,3, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Scooter,2007,12000,49,4,5,1, Automatski, Crna, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
650,Polovan motor,Scooter,2005,11000,49,4,5,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,1997,26000,49,4,5,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Scooter,2004,35000,600,37,50,2, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2002,13000,100,4,5,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sport / Super sport,1992,19163,125,12,16,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Chopper / Cruiser,2000,19000,125,8,11,2, Manuelni,, Registrovan,Domace tablice, Nije ostecen
3737,Polovan motor,Sport / Super sport,2005,53000,988,125,170,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Touring,1990,50000,500,37,50,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Sport / Super sport,2004,38000,125,11,15,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
28000,Polovan motor,Sport / Super sport,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4300,Polovan motor,Sport / Super sport,2005,38600,1000,130,177,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Chopper / Cruiser,1994,28000,600,29,39,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sport / Super sport,1991,49847,600,36,49,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
1620,Polovan motor,Sport / Super sport,1999,300000,598,75,102,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Chopper / Cruiser,1999,9000,125,8,11,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,Sport / Super sport,2008,44000,600,88,120,4, Manuelni,, Registrovan,Domace tablice, Nije ostecen
7500,Polovan motor,Scooter,2014,18000,638,41,56,2, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Scooter,2002,11900,150,11,15,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
2799,Polovan motor,Enduro / Cross,2002,35937,1000,71,97,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Scooter,2009,20000,125,11,15,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Sport / Super sport,1998,30000,1000,93,126,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Oldtimer,1970,1,175,12,16,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
9500,Polovan motor,Enduro / Cross,2014,3200,800,62,84,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2001,5000,180,15,20,4, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Scooter,2005,7578,49,80,109,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2000,20000,50,3,4,, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2001,15000,100,9,12,1, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1750,Polovan motor,Scooter,2004,36000,395,25,34,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1997,24400,599,88,120,4, Manuelni, Plava, Nije registrovan, Strane tablice, Nije ostecen
5950,Nov motor,Scooter,2016,0,330,25,33,1, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
2399,Polovan motor,Scooter,2011,22300,278,17,22,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sport / Super sport,2005,11000,145,9,12,, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Scooter,2008,21000,244,16,22,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
6000,Polovan motor,Chopper / Cruiser,2005,32000,1300,55,75,2, Manuelni, Kameleon, Registrovan,Domace tablice, Nije ostecen
5490,Polovan motor,Chopper / Cruiser,2007,17000,750,36,49,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
620,Polovan motor,Naked,2000,9000,50,4,5,2, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
4444,Polovan motor,Scooter,2015,15432,350,25,34,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,1995,44183,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
660,Polovan motor,Scooter,2001,25221,49,4,6,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
150,Polovan motor,Moped,1984,1452,49,1,1,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Chopper / Cruiser,2006,33000,250,20,27,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2005,30000,50,3,4,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
5800,Polovan motor,Sport / Super sport,2007,35000,1000,131,178,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2004,1000,49,2,3,1, Manuelni,, Nije registrovan, Strane tablice, Nije ostecen
850,Polovan motor,Scooter,2006,26000,124,6,8,2, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Enduro / Cross,1993,38605,600,37,50,1, Manuelni, Bela, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
550,Polovan motor,Scooter,2009,13700,150,7,10,4, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Scooter,2001,32000,600,38,52,2, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2000,11000,150,25,34,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Scooter,2008,7256,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, ostecen - nije u voznom stanju
1100,Polovan motor,Enduro / Cross,1994,3000,650,45,61,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1000,Polovan motor,Scooter,2007,27350,49,3,4,1, Automatski, Narandžasta, Registrovan,Domace tablice, Nije ostecen
4499,Polovan motor,Scooter,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2150,Polovan motor,Sport / Super sport,1999,62000,600,81,110,4, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
4600,Polovan motor,Touring,2003,68000,1300,105,143,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
310,Polovan motor,Chopper / Cruiser,1989,2000,125,4,6,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3750,Polovan motor,Touring,2008,40000,650,47,64,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Enduro / Cross,1997,70000,650,40,55,2, Manuelni, Teget, Nije registrovan, Na ime kupca, Nije ostecen
900,Polovan motor,Touring,1996,25000,600,35,48,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2550,Polovan motor,Enduro / Cross,2009,1,450,46,63,1, Manuelni, Crvena, Nije registrovan, Strane tablice, Nije ostecen
400,Polovan motor,Scooter,2007,15500,49,4,5,, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
4800,Polovan motor,Sport / Super sport,2005,25000,998,126,171,, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
6700,Polovan motor,Sport / Super sport,2009,20000,600,95,129,4, Manuelni, Crna, Registrovan, Na ime kupca, Nije ostecen
900,Polovan motor,Scooter,2006,15000,49,4,5,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Sport / Super sport,2007,35000,1000,134,182,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Sport / Super sport,2000,10500,600,59,80,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
820,Polovan motor,Scooter,2000,800,180,15,20,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Enduro / Cross,1989,99000,650,26,35,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Touring,1985,59000,650,70,95,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Scooter,2008,9000,49,1,1,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,1991,9000,125,5,7,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
9390,Nov motor,Naked,2017,0,847,85,116,3, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
2800,Polovan motor,Chopper / Cruiser,1994,31000,598,30,41,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
10000,Polovan motor,Chopper / Cruiser,2007,15489,1198,47,64,2, Manuelni, Braon, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Naked,1999,41000,955,40,54,3, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Sport / Super sport,2001,14000,749,36,49,2, Manuelni,Zuta, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Scooter,2000,12345,49,1,1,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Sport / Super sport,2001,33000,929,109,148,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Enduro / Cross,2011,9999,450,45,61,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Chopper / Cruiser,1992,65000,652,23,31,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Sport / Super sport,2003,39658,599,88,120,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Scooter,2006,30500,500,28,38,, Automatski,, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2000,9500,49,5,7,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
99,Polovan motor,Oldtimer,1974,4552,150,15,20,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Enduro / Cross,2007,1,450,48,65,1, Manuelni,, Nije registrovan, Strane tablice, Nije ostecen
3200,Polovan motor,Sport / Super sport,2008,45000,600,92,125,4, Manuelni, Crna, Nije registrovan, Strane tablice, Nije ostecen
1050,Polovan motor,Chopper / Cruiser,1995,13000,124,13,18,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Enduro / Cross,1998,48000,600,70,95,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
590,Polovan motor,Scooter,2002,22000,125,1,1,2, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Sport / Super sport,2003,22600,125,25,34,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
4450,Polovan motor,Chopper / Cruiser,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1500,Polovan motor,Touring,1994,49850,900,74,101,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Sport / Super sport,1984,42000,123,16,22,1, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
380,Polovan motor,Scooter,1992,460,49,1,1,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sport / Super sport,1998,42830,125,18,24,1, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Sport / Super sport,1998,38000,125,11,15,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
