Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
300,Polovan motor,Moped,1986,100,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Sport / Super sport,1991,29000,500,51,69,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2395,Polovan motor,Sport / Super sport,2003,32000,600,81,110,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Sport / Super sport,2009,15000,250,24,33,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Moped,2010,14500,50,2,3,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
750,Polovan motor,Scooter,2002,32694,150,8,11,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Moped,2003,6,49,22,30,, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
4990,Polovan motor,Chopper / Cruiser,2005,6000,750,39,53,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Sport / Super sport,2000,38000,125,16,22,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
990,Polovan motor,Sport / Super sport,2003,20000,125,24,33,, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
1100,Polovan motor,Enduro / Cross,1984,17000,564,31,42,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Scooter,2015,8000,530,34,46,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
260,Polovan motor,Moped,1988,26,49,3,4,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Chopper / Cruiser,2008,8863,125,8,11,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Scooter,2002,27000,500,29,39,2, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Moped,1992,1234,49,3,4,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Naked,2008,13000,125,8,11,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
799,Polovan motor,Scooter,2004,35986,125,11,15,4, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
3400,Polovan motor,Scooter,2008,60000,638,41,55,2, Automatski, Siva, Nije registrovan, Strane tablice, Nije ostecen
1290,Polovan motor,Chopper / Cruiser,2011,5122,125,10,14,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Enduro / Cross,1991,1200,49,1,1,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Enduro / Cross,2000,35126,650,39,53,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2008,12000,50,2,3,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Naked,1988,212123,550,60,82,4, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Oldtimer,1969,265,49,3,4,1, Manuelni, Narandžasta, Trajno registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Enduro / Cross,1992,55000,649,36,49,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Sport / Super sport,1998,42000,1002,110,150,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2002,8000,49,4,5,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2000,285821,100,2,3,, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
28000,Polovan motor,Sport / Super sport,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
120,Polovan motor,Enduro / Cross,1990,1000,49,3,4,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
495,Polovan motor,Scooter,2008,8284,49,3,4,2, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
480,Polovan motor,Scooter,2007,2013,149,8,11,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2004,3500,49,2,3,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Enduro / Cross,2008,14000,649,49,67,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
6700,Polovan motor,Enduro / Cross,2008,64000,996,69,94,2, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Sport / Super sport,2005,13000,49,3,4,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Touring,1993,83000,750,73,99,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Sport / Super sport,1996,47000,900,95,129,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Naked,1997,54000,1158,73,99,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Sport / Super sport,1996,30000,919,91,124,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Enduro / Cross,2005,18581,200,10,14,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4999,Polovan motor,Sport / Super sport,2004,30000,1000,147,200,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Enduro / Cross,1984,68000,123,16,22,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,1994,41000,598,67,91,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2009,1200,49,2,3,2, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Sport / Super sport,2001,39369,899,106,144,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Enduro / Cross,1990,34244,644,18,24,1, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
4700,Polovan motor,Sport / Super sport,2005,41000,998,127,172,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
3250,Polovan motor,Enduro / Cross,2013,100,450,40,54,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
390,Polovan motor,Sport / Super sport,1987,54444,49,4,5,1, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Enduro / Cross,2014,55,250,45,61,1, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
3180,Polovan motor,Enduro / Cross,2001,80000,996,69,94,2, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Touring,1999,75000,1100,74,101,4, Manuelni, Zlatna, Registrovan,Domace tablice, Nije ostecen
140,Polovan motor,Enduro / Cross,1979,20000,49,3,4,1, Manuelni, Plava, Nije registrovan, Strane tablice, Nije ostecen
999,Polovan motor,Scooter,2009,1,49.4,3,4,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
3050,Polovan motor,Scooter,2012,15600,250,16,22,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Sport / Super sport,2000,99000,125,13,18,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Chopper / Cruiser,1992,23000,250,22,30,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Sport / Super sport,2009,26000,125,11,15,, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
525,Polovan motor,Chopper / Cruiser,2008,6000,125,90,122,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
9100,Polovan motor,Sport / Super sport,2009,25000,1340,175,238,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
7500,Polovan motor,Sport / Super sport,2009,64000,1352,142,193,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Touring,2000,66934,600,70,95,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Enduro / Cross,2003,1,125,16,22,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Naked,1995,20000,600,57,77,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Scooter,2003,17400,50,3,4,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
130,Polovan motor,Scooter,1995,111,125,10,14,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2001,1111,49,4,5,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Scooter,2002,24000,49,3,4,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Scooter,2004,44000,499,29,39,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
11700,Polovan motor,Sport / Super sport,2011,20000,999,142,193,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
3490,Polovan motor,Sport / Super sport,2008,15260,125,11,15,, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Touring,1999,50000,782,78,106,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Supermoto,2008,6000,126,11,15,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Scooter,2015,8000,530,34,46,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
2050,Polovan motor,Enduro / Cross,2005,123,250,33,45,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
1400,Polovan motor,Enduro / Cross,1998,27500,649,36,49,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Touring,2004,43000,600,57,77,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2008,9000,250,13,18,, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Enduro / Cross,1999,10,125,35,48,1, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
1650,Polovan motor,Sport / Super sport,1998,54000,600,88,120,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2400,Polovan motor,Sport / Super sport,2001,61000,600,84,114,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2007,35000,150,11,15,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2011,7700,125,9,12,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2001,1,180,1,1,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
110,Polovan motor,Moped,1982,500,50,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2007,25000,49,5,7,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Scooter,2001,14445,182,13,18,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Naked,2009,14000,125,7,10,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1799,Polovan motor,Enduro / Cross,2003,1,450,40,54,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
19500,Polovan motor,Sport / Super sport,2014,8000,998,143,194,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2008,10500,49,1,1,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
1500,Polovan motor,Chopper / Cruiser,1983,88000,738,55,75,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
430,Polovan motor,Scooter,2008,12000,49,3,4,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Sport / Super sport,1995,43500,600,73,99,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,2007,15000,150,7,10,1, Automatski, Bordo, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2001,20000,125,1,1,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Scooter,2005,30000,500,29,39,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Scooter,2006,15000,250,16,22,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
1799,Polovan motor,Sport / Super sport,2004,14598,900,88,120,4, Manuelni, Crvena, Nije registrovan, Strane tablice, Nije ostecen
3400,Polovan motor,Enduro / Cross,2003,49756,650,40,54,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
4400,Polovan motor,Scooter,2011,18000,499,29,39,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Sport / Super sport,1999,28000,125,10,14,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2180,Polovan motor,Enduro / Cross,2005,1000,450,44,60,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4900,Polovan motor,Enduro / Cross,2001,107688,1150,65,88,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Enduro / Cross,1995,44000,650,30,41,1, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Sport / Super sport,2002,26000,998,91,124,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Scooter,2003,23800,200,14,19,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
1600,Polovan motor,Sport / Super sport,1997,50000,600,78,106,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sport / Super sport,1995,58000,500,44,60,2, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,2006,12500,50,6,8,1, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2200,Polovan motor,Scooter,2004,44819,400,24,33,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,1990,150762,600,66,90,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1300,Polovan motor,Sport / Super sport,1992,70000,600,63,86,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
5550,Polovan motor,Sport / Super sport,2008,28000,600,100,136,, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
230,Polovan motor,Scooter,2006,7300,49,1,1,, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Sport / Super sport,1987,30000,125,9,12,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Sport / Super sport,1999,23000,750,45,61,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Scooter,2006,26000,244,15,21,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
7699,Polovan motor,Sport / Super sport,2010,25000,999,136,185,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
21000,Polovan motor,Touring,2016,6500,1200,120,163,2, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Scooter,2003,38000,124,10,14,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
490,Polovan motor,Scooter,1995,9676,50,4,5,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4550,Polovan motor,Sport / Super sport,2004,36000,998,110,150,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2001,41000,250,17,23,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Sport / Super sport,2005,42500,636,100,136,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
75,Polovan motor,Moped,1989,100,49,1,1,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
435,Polovan motor,Scooter,1998,10000,49,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
11855,Nov motor,Naked,2017,0,1043,104,142,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
750,Polovan motor,Scooter,2007,11600,125,8,11,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Scooter,2006,4200,125,11,15,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
240,Polovan motor,Scooter,2009,10000,125,4,5,4, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,Naked,2004,16000,899,69,94,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2590,Polovan motor,Chopper / Cruiser,1997,22000,598,33,45,2, Manuelni, Tirkiz, Registrovan,Domace tablice, Nije ostecen
4400,Polovan motor,Sport / Super sport,2007,35000,750,111,151,4, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2008,4000,49,3,4,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1750,Polovan motor,Sport / Super sport,2000,39000,929,110,150,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
490,Polovan motor,Scooter,2011,8250,125,6,8,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Enduro / Cross,1999,100,125,8,11,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Naked,1994,65000,500,44,60,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1993,45000,1100,120,163,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Sport / Super sport,1986,100000,750,44,60,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
355,Polovan motor,Sport / Super sport,1990,22222,600,100,136,4, Manuelni, Teget, Nije registrovan,Domace tablice, Nije ostecen
3990,Polovan motor,Sport / Super sport,2007,32000,599,92,125,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1490,Polovan motor,Scooter,2005,,500,92,125,1, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
680,Polovan motor,Sport / Super sport,1996,23233,125,26,35,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1997,60000,900,96,131,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
4500,Polovan motor,Sport / Super sport,2008,14250,599,92,125,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Moped,1986,999,49,3,4,, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
3700,Polovan motor,Naked,2009,23000,599,72,98,4, Manuelni, Srebrna, Registrovan,Domace tablice, Nije ostecen
399,Polovan motor,Scooter,2000,22000,180,15,20,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sport / Super sport,2009,8000,50,3,4,2, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Enduro / Cross,1994,1,125,25,34,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Naked,1994,30000,600,78,106,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Enduro / Cross,2003,3000,250,13,18,1, Manuelni, Crna, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
2000,Polovan motor,Scooter,2009,12000,49,2,3,1, Automatski,Zuta, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Moped,1981,10000,50,4,5,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
649,Polovan motor,Scooter,2010,3800,125,6,8,1, Automatski,Zuta, Nije registrovan, Na ime kupca, Nije ostecen
300,Polovan motor,Scooter,2000,10000,49,4,6,1, Automatski, Crna, Nije registrovan,Domace tablice, ostecen - u voznom stanju
1050,Polovan motor,Sport / Super sport,1994,35000,597,63,86,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Scooter,2001,32000,250,15,20,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Moped,2008,20000,49,3,4,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Sport / Super sport,2004,33000,600,25,34,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2550,Polovan motor,Sport / Super sport,2001,65000,599,88,120,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1799,Polovan motor,Sport / Super sport,1997,49000,1052,44,60,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
550,Polovan motor,Enduro / Cross,2008,4500,125,10,14,1, Manuelni, Crvena, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
650,Polovan motor,Scooter,1997,39650,250,15,20,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
160,Polovan motor,Chopper / Cruiser,1980,111,49,1,1,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
279,Nov motor,Sport / Super sport,2017,0,49,3,4,, Automatski,, Nije registrovan, Na ime kupca, Nije ostecen
