Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
6200,Polovan motor,Yamaha,Scooter,T MAX,2011,20000,499,33,45,2, Automatski, Bela, 06.2017.,Domace tablice, Nije ostecen
435,Polovan motor,Yamaha,Scooter,125,1997,111111,125,5,7,2, Automatski, Bordo, Nije registrovan, Na ime kupca, Nije ostecen
230,Polovan motor,Jawa,Sport / Super sport,tvin sport 350,1990,1111,350,20,27,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
480,Polovan motor,Orion,Moped,GIZMO,2004,20000,49,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Suzuki,Scooter,burgman 400,2004,30000,400,25,34,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
4450,Polovan motor,Suzuki,Chopper / Cruiser,boulevard 800 /intruder/,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
25999,Nov motor,Bombardier,Touring,SPYDER RT,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
660,Polovan motor,Sprint,Scooter,Maxx,2010,3000,49,3,4,1, Automatski, Bela, 12.2017.,Domace tablice, Nije ostecen
170,Polovan motor,Tomos,Moped,14m,1984,53122,49,2,3,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Suzuki,Enduro / Cross,tsx,1990,25000,125,12,16,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Kawasaki,Chopper / Cruiser,vn 900 custom,2007,21500,903,38,51,2, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
2950,Polovan motor,Triumph,Sport / Super sport,daytona 600 nov nov,2004,14000,600,84,114,4, Manuelni, Crvena, 12.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Yamaha,Scooter,Majesty 250DX,1999,55000,250,16,22,1, Automatski, Bež, 04.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Kymco,Scooter,Vitality,2006,8000,49,3,4,1, Automatski, Plava, 04.2017.,Domace tablice, Nije ostecen
1520,Polovan motor,Honda,Chopper / Cruiser,Rebel 250 cm,1999,25000,250,20,27,2, Manuelni, Crvena, 06.2017.,Domace tablice, Nije ostecen
2000,Polovan motor,BMW,Enduro / Cross,f650,1998,28000,650,37,50,1, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Kawasaki,Sport / Super sport,zxr 750,1993,111,750,90,122,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sprint,Scooter,fvision,2008,2300,125,1,1,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
600,Polovan motor,Yamaha,Scooter,YAMAHA MBK,2002,27000,124,9,12,1, Automatski, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Suzuki,Scooter,burgman 400,2000,43000,385,24,32,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Yamaha,Supermoto,XT 125 X,2005,15900,125,7,10,1, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Sprint,Chopper / Cruiser,prince,2009,3700,125,9,12,2, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
950,Polovan motor,Derbi,Enduro / Cross,SENDA 50,2004,1111,49,1,1,1, Manuelni, Narandžasta, 06.2017.,Domace tablice, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2100,Polovan motor,Honda,Enduro / Cross,crf 450,2004,1111111,450,38,52,1, Manuelni, Crvena, Nije registrovan, Strane tablice, Nije ostecen
1950,Polovan motor,Suzuki,Scooter,burgman,2008,45000,400,33,45,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
980,Polovan motor,Malaguti,Scooter,Madison,2001,18650,124,9,12,1, Automatski, Srebrna, 01.2018.,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,Automatic A3,1986,150,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Honda,Chopper / Cruiser,Shadow VT600C,1991,31000,600,29,39,2, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Suzuki,Sport / Super sport,bandit gsf 650,2009,25180,656,57,77,4, Manuelni, Srebrna, 05.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Honda,Enduro / Cross,Varadero,2001,43900,125,11,15,2, Manuelni, Plava, 10.2017.,Domace tablice, Nije ostecen
790,Polovan motor,Piaggio,Scooter,Vespa LML,1991,3000,150,5,7,nepoznato, Manuelni, Crvena, 03.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Honda,Sport / Super sport,cbr600f2,1992,47000,600,73,99,4, Manuelni, Crvena, 10.2017.,Domace tablice, Nije ostecen
4500,Polovan motor,Yamaha,Chopper / Cruiser,xvz 1300 rojale venture,1996,49460,1300,73,99,4, Manuelni, Bordo, 09.2017.,Domace tablice, Nije ostecen
3300,Polovan motor,Suzuki,Scooter,BURGMAN,2009,18000,400,25,34,nepoznato, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Yamaha,Enduro / Cross,DT125r,2002,12500,125,15,20,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,MBK,Scooter,Skyliner 250,2000,28000,250,14,19,1, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Honda,Chopper / Cruiser,Rebel,1998,26000,125,8,11,nepoznato, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Kawasaki,Enduro / Cross,KLE 500,1993,49000,498,37,50,2, Manuelni, Zlatna, 08.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Peda,Scooter,Piccolo,2010,11000,49,4,5,2, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1390,Polovan motor,Peugeot,Scooter,Satelis,2006,19500,125,11,15,1, Automatski, Srebrna, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Piaggio,Scooter,X9 za auto,2001,23500,250,14,19,2, Automatski, Bordo, 07.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Piaggio,Scooter,Beverly 200,2001,18525,200,14,19,nepoznato, Automatski, Siva, 07.2017.,Domace tablice, Nije ostecen
8500,Polovan motor,Suzuki,Enduro / Cross,V strom 650xt,2015,20000,650,52,71,2, Manuelni, Siva, 07.2017.,Domace tablice, Nije ostecen
6490,Polovan motor,Suzuki,Enduro / Cross,V Strom,2014,14000,650,51,69,2, Manuelni, Plava, 03.2017.,Domace tablice, Nije ostecen
1300,Polovan motor,Yamaha,Enduro / Cross,Tdm,1994,35000,849,35,48,2, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
4499,Polovan motor,Yamaha,Scooter,Majesty 400 cc Automatic,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Suzuki,Naked,gs 500,1992,3000,500,34,46,2, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
1990,Polovan motor,Kymco,Scooter,xciting,2009,15000,499,27,37,1, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Kawasaki,Sport / Super sport,NINJA ZX6R 636,2003,25000,636,87,118,4, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
5500,Polovan motor,Gilera,Scooter,GP 800,2008,16900,849,55,75,2, Automatski,Zuta, 06.2017.,Domace tablice, Nije ostecen
5500,Polovan motor,Yamaha,Touring,fjr 1300 a,2016,4000,1298,107,145,4, Manuelni, Siva, 07.2017.,Domace tablice, ostecen - nije u voznom stanju
800,Polovan motor,Suzuki,Enduro / Cross,RM,2002,5,85,16,22,1, Manuelni,nepoznato, Nije registrovan, Strane tablice, Nije ostecen
670,Polovan motor,Sprint,Scooter,APACHES 125,2004,4250,125,7,10,1, Automatski, Siva, 09.2017.,Domace tablice, Nije ostecen
1400,Polovan motor,Yamaha,Touring,XJ 600 N A2,2002,60000,600,51,70,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
2950,Polovan motor,Kymco,Scooter,Xciting R,2010,15000,270,18,24,1, Automatski, Bela, 08.2017.,Domace tablice, Nije ostecen
3499,Polovan motor,Kawasaki,Naked,z750,2006,32000,750,77,105,nepoznato, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Kinroad,Chopper / Cruiser,Adams,2007,27000,125,8,11,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Piaggio,Scooter,liberty 125,2002,20000,125,9,12,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1199,Polovan motor,Piaggio,Scooter,fly,2011,9000,49,3,4,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Touring,VFR 750,1992,70500,750,73,99,4, Manuelni, Zelena, 07.2017., Na ime kupca, Nije ostecen
800,Polovan motor,Kinroad,Chopper / Cruiser,guowei 250,2005,6100,233,13,18,2, Manuelni, Siva, 07.2017.,Domace tablice, Nije ostecen
650,Polovan motor,CPI,Moped,Oliver 45,2004,60,50,3,4,nepoznato, Automatski,Zuta, Nije registrovan, Na ime kupca, Nije ostecen
1350,Polovan motor,Suzuki,Enduro / Cross,DR 850 S,1990,56762,779,35,48,1, Manuelni, Plava, 05.2017.,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Suzuki,Enduro / Cross,dr,1987,15224,600,37,50,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Kawasaki,Sport / Super sport,zzr 600 19000km,1991,19000,599,73,99,4, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
3200,Polovan motor,Honda,Sport / Super sport,cbr 600,2001,54000,600,81,110,4, Manuelni, Crvena, 03.2016.,Domace tablice, Nije ostecen
1300,Polovan motor,Suzuki,Sport / Super sport,gsxr,1999,62000,600,74,100,nepoznato, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4300,Polovan motor,Suzuki,Sport / Super sport,GSXR 600 K7,2008,35000,600,92,125,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2500,Polovan motor,Suzuki,Scooter,burgman,2010,35000,200,13,18,nepoznato, Automatski, Plava, 06.2017.,Domace tablice, Nije ostecen
4900,Polovan motor,Yamaha,Naked,FZ1 FZ1N FAZER,2006,35000,1000,110,150,4, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Yamaha,Naked,ybr,2008,16000,125,8,10,1, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
450,Polovan motor,CFMOTO,Scooter,Eijewel,2009,9500,150,7,10,1, Automatski, Zlatna, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Honda,Enduro / Cross,XRV 650 Africa Twin,1988,69000,647,26,35,2, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
2100,Polovan motor,BMW,Enduro / Cross,F650GS,2002,36000,650,37,50,1, Manuelni,Zuta, 04.2017.,Domace tablice, Nije ostecen
399,Polovan motor,Rieju,Scooter,Paseo,2011,2000,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
245,Polovan motor,Yamaha,Scooter,beluga,1995,20000,125,17,23,1, Automatski, Bela, Nije registrovan, Strane tablice, Nije ostecen
2200,Polovan motor,Kymco,Scooter,X citing,2005,30000,500,29,39,1, Automatski, Teget, 04.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Suzuki,Sport / Super sport,GSXR SRAD,1999,38700,600,81,110,4, Manuelni, Bela, 06.2017.,Domace tablice, Nije ostecen
430,Polovan motor,Longjia,Scooter,falcon,2009,4305,49,1,1,1, Automatski, Crvena, 03.2017.,Domace tablice, Nije ostecen
4000,Polovan motor,Kawasaki,Touring,Ninja EX 650C,2009,34000,649,58,79,2, Manuelni, Zelena, 07.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Sprint,Chopper / Cruiser,princ,2007,13000,124,8,11,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
420,Polovan motor,Sprint,Scooter,sprint,2007,90000,49,2,3,1, Automatski,nepoznato, Trajno registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Tomos,Moped,BT 50,1988,7723,50,4,5,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Honda,Sport / Super sport,cbr,1999,45000,600,85,116,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Tomos,Moped,automatik,1975,1,49,3,4,nepoznato, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
380,Polovan motor,Tomos,Moped,AUTOMATIK A3L,1989,11838,49,2,2,nepoznato, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,automatik,1991,10000,50,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,t 14,1978,2000,49,2,3,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Honda,Sport / Super sport,c.b.r.600 f2,1993,50000,599,72,98,4, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Yamaha,Chopper / Cruiser,virago,1993,999,250,17,23,2, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
8500,Polovan motor,Yamaha,Scooter,T MAX 530 IRON max,2015,8383,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
1550,Polovan motor,Yamaha,Naked,FZS 600 FAZER,1998,50000,600,70,95,4, Manuelni, Crvena, 04.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Sprint,Scooter,exactly,2010,1800,49,6,8,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Yamaha,Chopper / Cruiser,dragstar 1100,2006,10000,1100,45,61,2, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
2000,Polovan motor,Honda,Scooter,Silver wing,2001,45000,598,37,50,2, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
250,Polovan motor,Aprilia,Sport / Super sport,AF1 HITNO,1989,2121,125,10,13,1, Manuelni, Crvena, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
6880,Polovan motor,Yamaha,Scooter,T max 530 ABS/ XP530,2012,26800,530,34,46,2, Automatski, Siva, 07.2017.,Domace tablice, Nije ostecen
150,Polovan motor,Tomos,Moped,apn 4,1980,12,49,3,4,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
2811,Nov motor,Vespa,Scooter,SPRINT 50 2T,2017,0,49,3,4,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
650,Polovan motor,Yamaha,Sport / Super sport,TZR,1988,23000,125,9,12,1, Manuelni, Plava, 08.2017.,Domace tablice, Nije ostecen
1750,Polovan motor,Kawasaki,Naked,ZR 750,2000,99000,750,59,80,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,Automatik,1989,1000,49,1,1,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Aprilia,Scooter,atlantic,2002,29000,459,29,39,nepoznato, Automatski, Bordo, 07.2017.,Domace tablice, Nije ostecen
3999,Polovan motor,BMW,Touring,R 1100RT,1998,35000,1100,72,98,2, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Longjia,Scooter,City Cruiser,2008,3325,49,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Enduro / Cross,APN 4,1980,1000,49,5,7,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
600,Polovan motor,WangYe,Scooter,Grace 125,2009,11500,125,5,7,1, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
2599,Polovan motor,Ducati,Naked,Monster 620ie za auto,2002,46050,618,44,60,2, Manuelni, Siva, 04.2017.,Domace tablice, Nije ostecen
5300,Polovan motor,Suzuki,Chopper / Cruiser,VL1500,2002,15500,1500,50,68,2, Manuelni, Bela, 01.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Gilera,Scooter,Runner VXR 200 4T 4road,2004,22830,198,15,20,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Honda,Chopper / Cruiser,VT 700 C Shadow,1987,34000,700,46,63,2, Manuelni, Ljubičasta, 04.2017.,Domace tablice, Nije ostecen
4270,Polovan motor,Yamaha,Scooter,x max 250 momodesign,2013,8000,250,16,22,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
2800,Polovan motor,Honda,Touring,Varadero 1000,2000,60000,1000,69,94,2, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
3800,Polovan motor,Ducati,Naked,Monster 1000Sie,2005,20000,992,62,84,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
7000,Polovan motor,Suzuki,Enduro / Cross,V strom,2008,33000,996,72,98,2, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Honda,Sport / Super sport,cbr 3f,1997,47330,600,81,110,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Suzuki,Sport / Super sport,GSXF 600 A2,1998,35000,600,25,34,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
2999,Polovan motor,Yamaha,Sport / Super sport,YZF R1,2002,61000,998,110,150,4, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
180,Polovan motor,Tomos,Moped,automatik 2 komada,1987,1111,1,1,1,1, Automatski, Bela, Nije registrovan,Domace tablice, ostecen - u voznom stanju
1500,Polovan motor,Kawasaki,Naked,er5,2004,81763,500,36,49,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1299,Polovan motor,Suzuki,Sport / Super sport,gsxf,1990,10500,1127,66,90,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Piaggio,Scooter,liberty 125 trajno reg,2001,100,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Piaggio,Scooter,Sfera 125,1999,21000,125,3,4,1, Automatski, Bordo, 07.2017.,Domace tablice, Nije ostecen
530,Polovan motor,Sprint,Scooter,Exactly,2011,10559,49,2,3,1, Automatski, Crna, 05.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Suzuki,Scooter,AN 125,2008,2500,125,7,10,1, Automatski, Crvena, 07.2017.,Domace tablice, Nije ostecen
450,Polovan motor,Jinlun,Moped,sport max,2007,7000,49,3,4,2, Automatski,nepoznato, Trajno registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Kawasaki,Touring,ZZR 1200,2002,26500,1200,106,144,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
4300,Polovan motor,Kawasaki,Naked,Z750,2009,30000,750,79,107,4, Manuelni, Zelena, 05.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Honda,Scooter,Silver wing,2001,32300,596,37,50,2, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
180,Polovan motor,Sprint,Moped,YIYING/BENZHOU,2007,10000,49,2,3,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
111,Polovan motor,Yamaha,Sport / Super sport,yzf,1994,1111,750,35,48,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
320,Polovan motor,Keeway,Scooter,hurricane,2007,10800,50,1,2,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
4750,Polovan motor,Kawasaki,Naked,ER6N,2012,1700,649,53,72,2, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Cagiva,Enduro / Cross,WMX,1997,20,125,36,49,2, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
850,Polovan motor,Honda,Sport / Super sport,CBR 1000f,1989,56000,1000,100,136,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Suzuki,Scooter,Burgman,2005,28000,400,25,34,1, Automatski, Siva, 07.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Aprilia,Scooter,sr50,2002,11000,49,3,4,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
5950,Nov motor,Piaggio,Scooter,BEVERLY SPORT 350 ABS/ASR,2016,0,330,25,33,1, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
2400,Polovan motor,BMW,Touring,k100rt,1986,68000,1000,66,90,4, Manuelni, Bela, 07.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Yamaha,Sport / Super sport,RD,1982,29005,125,11,15,1, Manuelni, Plava, 08.2016.,Domace tablice, Nije ostecen
750,Polovan motor,Sprint,Scooter,Exactly,2008,14450,50,6,8,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Yamaha,Naked,XS 400 MAXIM,1983,48600,399,29,40,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
5000,Polovan motor,Honda,Chopper / Cruiser,Shadow 750 aero,2006,9500,750,36,49,2, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
5700,Polovan motor,BMW,Naked,f800r,2009,38000,798,65,88,nepoznato, Manuelni, Bela, 08.2017.,Domace tablice, Nije ostecen
1700,Polovan motor,Suzuki,Naked,Bandit,1996,60432,599,55,75,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Benelli,Scooter,x49,2010,5500,49,3,5,4, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Yamaha,Sport / Super sport,FZR600,1989,40000,600,68,92,nepoznato, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
2550,Polovan motor,Yamaha,Naked,fzs fazer 600,2002,36550,599,70,95,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
220,Polovan motor,MotoMania,Scooter,hanglong,2008,99999,125,6,8,4, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
1250,Polovan motor,Suzuki,Enduro / Cross,DR 800 Big,1991,44000,779,29,39,1, Manuelni, Crvena, 08.2017.,Domace tablice, Nije ostecen
3400,Polovan motor,Yamaha,Sport / Super sport,yzf r6,2004,17000,600,88,120,nepoznato, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Kawasaki,Enduro / Cross,kx,1996,55,250,55,75,1, Manuelni, Zelena, Nije registrovan, Strane tablice, ostecen - nije u voznom stanju
1400,Polovan motor,Piaggio,Scooter,beverly,2003,14000,200,14,19,nepoznato, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Kymco,Scooter,GRAND Dink 125 HITNO,2007,24000,125,8,11,1, Automatski, Crvena, 07.2017.,Domace tablice, Nije ostecen
1450,Polovan motor,Honda,Chopper / Cruiser,transalp,1990,123000,600,33,45,2, Manuelni, Siva, 04.2017.,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Naked,CB 900 HORNET,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1500,Polovan motor,Kawasaki,Enduro / Cross,KLE 500,1996,58430,499,37,50,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Kawasaki,Enduro / Cross,kxf 450,2006,11111,450,55,75,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Honda,Sport / Super sport,cbr F2,1992,47500,600,37,50,4, Manuelni, Siva, 07.2017.,Domace tablice, Nije ostecen
4300,Polovan motor,Kawasaki,Sport / Super sport,zx6r,2008,21000,600,92,125,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
2300,Polovan motor,Kawasaki,Enduro / Cross,KX250F,2007,11111,250,33,45,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Honda,Sport / Super sport,cbr,1992,60000,900,99,135,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Touring,VFR 750f,1990,30000,748,72,98,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1499,Polovan motor,Kawasaki,Enduro / Cross,KLR 650,1998,46620,650,34,46,1, Manuelni, Plava, 02.2017.,Domace tablice, Nije ostecen
2250,Polovan motor,Peugeot,Scooter,Jet 50 R Ctech Dark Side,2014,5,49,4,5,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
900,Polovan motor,Kawasaki,Sport / Super sport,GPX600R,1988,56000,600,62,84,nepoznato, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
10500,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,11000,530,36,49,2, Automatski,nepoznato, 03.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Aprilia,Scooter,leonardo 150,2002,25000,151,11,15,1, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
1650,Polovan motor,Yamaha,Enduro / Cross,TDM 850,1995,50000,849,29,39,nepoznato, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Kawasaki,Sport / Super sport,ZZR 1100,1998,71700,1052,109,148,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3450,Polovan motor,Yamaha,Sport / Super sport,Fazer FZ6S,2005,6310,600,74,101,4, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Honda,Sport / Super sport,CBR 600 F3,1998,55000,599,75,102,4, Manuelni,nepoznato, 04.2017.,Domace tablice, Nije ostecen
3600,Polovan motor,Yamaha,Naked,MT 03 DAINESE Edition,2007,14800,660,33,45,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
3100,Polovan motor,Yamaha,Chopper / Cruiser,Virago XV 750,1994,34000,748,41,56,2, Manuelni, Kameleon, 06.2017.,Domace tablice, Nije ostecen
7499,Polovan motor,Suzuki,Chopper / Cruiser,VLR 1800,2008,8900,1783,84,114,nepoznato, Manuelni, Crna, 08.2016.,Domace tablice, Nije ostecen
9390,Nov motor,Yamaha,Naked,MT 09 ABS/ASR NOVO,2017,0,847,85,116,3, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
700,Polovan motor,Yamaha,Sport / Super sport,TZR,1993,35745,125,12,16,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,BMW,Touring,K1100LT,1999,108342,1093,74,101,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
2000,Polovan motor,Honda,Supermoto,CBR 900RR za SMART,1996,55000,900,94,128,4, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
