Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
4150,Polovan motor,Aprilia,Scooter,SR Max 300 Nexus 300,2014,5800,300,16,22,nepoznato, Automatski, Bela, 04.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Jawa,Oldtimer,stara,1966,111111,175,55,75,1, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Yamaha,Touring,TDM 850,1994,82000,846,57,77,2, Manuelni, Plava, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Husaberg,Enduro / Cross,501,2000,100,501,51,70,1, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
3900,Polovan motor,Honda,Naked,Hornet 900,2002,60000,900,80,109,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
620,Polovan motor,Sprint,Supermoto,Pulser,2008,31500,125,8,11,1, Manuelni, Siva, 04.2017., Na ime kupca, ostecen - u voznom stanju
1750,Polovan motor,Honda,Chopper / Cruiser,MagnaV30,1988,36000,500,29,39,4, Manuelni, Bordo, Nije registrovan,Domace tablice, Nije ostecen
2750,Polovan motor,Honda,Chopper / Cruiser,Shadow,1987,11000,600,27,37,2, Manuelni, Bordo, 05.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Kawasaki,Sport / Super sport,gpx 600 r,1994,37000,600,25,34,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Piaggio,Scooter,scooter,2005,20000,50,11,15,nepoznato, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Suzuki,Sport / Super sport,Gsx 600F,1992,35000,599,63,86,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
160,Polovan motor,Tomos,Moped,Automatic,1986,237000,49,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2000,Polovan motor,Suzuki,Sport / Super sport,RF900R,1997,40000,900,99,135,4, Manuelni, Ljubičasta, 04.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Yamaha,Touring,Xj600s diversion,1999,50000,600,46,63,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Aprilia,Enduro / Cross,Pegaso 650,2003,39000,652,35,48,1, Manuelni, Zelena, 04.2016.,Domace tablice, Nije ostecen
6500,Polovan motor,Suzuki,Sport / Super sport,GSX R 600 K8,2008,18000,600,92,125,4, Manuelni, Plava, 04.2016.,Domace tablice, Nije ostecen
8480,Polovan motor,Yamaha,Scooter,T max 530 IRON max,2015,8000,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Gilera,Scooter,Runner,1999,30000,180,15,20,1, Automatski, Siva, 08.2017.,Domace tablice, Nije ostecen
999,Polovan motor,Gilera,Enduro / Cross,RC600,1994,29400,600,37,50,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1850,Polovan motor,Yamaha,Sport / Super sport,Thundercat,2001,71000,600,81,110,nepoznato, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Sprint,Scooter,grizzy,2009,3500,125,6,8,1, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
300,Polovan motor,Peda,Sport / Super sport,cobra 2009god,2009,123,50,40,54,2, Automatski, Ljubičasta, Trajno registrovan,Domace tablice, Nije ostecen
4300,Polovan motor,Suzuki,Chopper / Cruiser,Intruder,2004,15000,805,39,53,4, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Royal Enfield,Naked,Bobber Bullet,2006,3200,499,12,16,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Aprilia,Sport / Super sport,RS125,2007,26000,125,25,34,1, Manuelni, Bela, 04.2017.,Domace tablice, Nije ostecen
699,Polovan motor,Kawasaki,Sport / Super sport,gpz 500,1995,55000,500,20,27,2, Manuelni, Ljubičasta, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Sym,Scooter,Fiddle 2,2008,14000,125,6,8,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Aprilia,Scooter,SR50R,2006,25000,49,3,4,1, Automatski, Bela, 03.2017.,Domace tablice, Nije ostecen
2700,Polovan motor,Kawasaki,Naked,ER6N,2006,28000,649,53,72,2, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Sachs,Enduro / Cross,x road,2010,16000,125,10,14,1, Manuelni, Crvena, 08.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Kawasaki,Enduro / Cross,KLR 650,1996,34778,652,31,42,1, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
3650,Polovan motor,Honda,Sport / Super sport,cbf 600 s,2005,21500,599,57,77,4, Manuelni, Srebrna, 06.2017.,Domace tablice, Nije ostecen
280,Polovan motor,Suzuki,Scooter,Adress 50,1998,8000,50,2,3,1, Automatski, Narandžasta, 04.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Yamaha,Scooter,majesty 125,1999,41046,125,8,11,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,MZ,Naked,ETZ,1991,40860,125,7,10,1, Manuelni,Zuta, 06.2017.,Domace tablice, Nije ostecen
480,Polovan motor,Piaggio,Scooter,Liberty,2000,13278,125,8,10,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1499,Polovan motor,Aprilia,Scooter,Scarabeo 500,2003,46000,458,28,38,1, Automatski, Teget, 04.2017.,Domace tablice, Nije ostecen
1300,Polovan motor,Malaguti,Scooter,Madison,2002,16824,250,14,19,1, Automatski, Narandžasta, 06.2017.,Domace tablice, Nije ostecen
4500,Polovan motor,Yamaha,Sport / Super sport,R6,2008,14097,600,99,135,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Sprint,Chopper / Cruiser,princ 250,2010,27000,250,12,16,2, Manuelni, Bordo, 06.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Aprilia,Scooter,atlantic,2004,30000,200,14,19,1, Automatski, Siva, 08.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Piaggio,Scooter,SFERA,1996,23689,125,9,12,nepoznato, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
2849,Polovan motor,Honda,Chopper / Cruiser,Shedov VT600,1991,69000,600,30,41,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
580,Polovan motor,Kawasaki,Touring,Gpz 550,1987,71000,550,48,65,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Piaggio,Scooter,X9 250 EVOLUTION,2004,1,250,16,22,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Aprilia,Sport / Super sport,Rs 50,2003,23000,49,4,5,1, Manuelni,nepoznato, Trajno registrovan,Domace tablice, Nije ostecen
3300,Polovan motor,Honda,Sport / Super sport,CBR 900RR,2000,45000,900,108,147,4, Manuelni, Crvena, 04.2016.,Domace tablice, Nije ostecen
700,Polovan motor,Peugeot,Scooter,Speedfight 2,2002,25120,49,3,4,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
1699,Polovan motor,KTM,Enduro / Cross,MX 500 2T,1991,100,498,55,75,1, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
3150,Polovan motor,Yamaha,Touring,TDM 900,2004,71320,900,64,87,2, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
550,Polovan motor,Sprint,Scooter,Max Full stanje PRODAT,2006,9300,49,3,4,1, Automatski,Zuta, 07.2017.,Domace tablice, Nije ostecen
800,Polovan motor,Suzuki,Naked,GS 500 E,1990,50000,500,34,46,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Aprilia,Scooter,leonardo,1999,11000,150,17,23,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Suzuki,Naked,gsf1200 bandit,2000,53000,1157,74,100,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Piaggio,Scooter,beverly,2002,20000,200,15,20,1, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Honda,Enduro / Cross,Dominator,1993,50800,650,30,41,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Orion,Enduro / Cross,Kruzer,2013,3450,125,7,10,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
680,Polovan motor,Piaggio,Scooter,Skipper 125,1999,3690,124,9,12,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Malaguti,Scooter,Madison K400,2002,21000,383,23,31,1, Automatski, Plava, 08.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Kawasaki,Touring,GPZ 500 S,1991,58000,499,44,60,2, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Yamaha,Scooter,majesty,2006,25000,400,25,34,nepoznato, Automatski, Srebrna, 05.2017.,Domace tablice, Nije ostecen
5200,Polovan motor,Kawasaki,Sport / Super sport,zx6r,2007,9500,599,92,125,4, Manuelni, Crvena, 06.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Suzuki,Touring,gs450s,1988,25000,444,31,42,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Piaggio,Scooter,Beverly,2007,23300,493,29,39,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Honda,Sport / Super sport,CBX,1990,28000,749,67,91,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Malaguti,Scooter,f12,1999,23589,49,3,4,1, Automatski, Crna, 05.2017.,Domace tablice, Nije ostecen
1700,Polovan motor,Suzuki,Scooter,Burgman,2003,28000,400,24,33,1, Automatski, Siva, 03.2017.,Domace tablice, Nije ostecen
1350,Polovan motor,Piaggio,Scooter,x8,2005,28000,125,11,15,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
3100,Polovan motor,Yamaha,Sport / Super sport,YZF R6,2003,30000,600,86,117,nepoznato, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1399,Polovan motor,Kawasaki,Naked,er 5,1998,38000,498,21,29,2, Manuelni, Srebrna, 05.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Kymco,Scooter,grand dink,2006,12000,49,3,4,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Suzuki,Sport / Super sport,gsxf 750,2003,14000,750,77,105,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Yamaha,Chopper / Cruiser,Virago,1998,27110,125,9,12,2, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Aprilia,Chopper / Cruiser,Red Rose,1994,15000,49,3,4,1, Manuelni, Crna, Nije registrovan, Strane tablice, Nije ostecen
2600,Polovan motor,KTM,Supermoto,640 SM,2006,47000,625,40,54,1, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
1900,Polovan motor,Honda,Sport / Super sport,cbr900rr,1997,46335,900,92,125,4, Manuelni, Crvena, 03.2017.,Domace tablice, Nije ostecen
400,Polovan motor,MZ,Naked,250 ts/1,1979,2000,250,14,19,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
730,Polovan motor,Aprilia,Scooter,Scarabeo,2000,30000,125,11,15,nepoznato, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1950,Polovan motor,Yamaha,Enduro / Cross,dt 125 za dzip,2005,36000,125,11,15,1, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
840,Polovan motor,Jonway,Scooter,Ranger 250,2008,4600,250,14,19,nepoznato, Automatski, Siva, Nije registrovan,Domace tablice, ostecen - u voznom stanju
2200,Polovan motor,Cagiva,Touring,navigator,2000,41000,1000,73,99,2, Manuelni, Siva, 08.2017.,Domace tablice, Nije ostecen
900,Polovan motor,Honda,Scooter,Pantheon,2000,24000,125,11,15,1, Automatski, Plava, 05.2017.,Domace tablice, Nije ostecen
3050,Polovan motor,Yamaha,Naked,FZ6N,2005,42300,600,72,98,4, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
500,Polovan motor,Aprilia,Sport / Super sport,Af1,1989,26000,125,12,16,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Piaggio,Scooter,Skipper ST125,2004,30000,124,8,11,4, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Sprint,Enduro / Cross,pulser sredjen,2008,500,125,15,20,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3590,Polovan motor,Yamaha,Scooter,X Max 250 R,2013,8000,200,15,20,1, Automatski, Crna, 04.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,KTM,Supermoto,duke 620cc,1995,25000,608,36,49,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Yamaha,Enduro / Cross,tdr 125,1996,40000,125,7,10,1, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
1850,Polovan motor,Yamaha,Sport / Super sport,yzf,1998,40000,1000,114,155,4, Manuelni, Narandžasta, 07.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Kymco,Scooter,xciting 250,2007,21000,249,15,20,nepoznato, Automatski, Siva, 06.2017.,Domace tablice, Nije ostecen
1150,Polovan motor,Kawasaki,Sport / Super sport,zxr 750,1989,90000,749,39,53,4, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
1080,Nov motor,Peda,Scooter,ET,2017,0,49,3,3,1, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
600,Polovan motor,Honda,Naked,lead,2006,12000,105,7,10,1, Automatski, Plava, 08.2017.,Domace tablice, Nije ostecen
2050,Polovan motor,Suzuki,Naked,GSF 1200S Bandit,2002,42000,1159,72,98,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Honda,Sport / Super sport,cbr 1000rr,2005,39308,998,126,171,4, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
12500,Polovan motor,BMW,Enduro / Cross,1200 GS Adventure,2012,57000,1200,85,116,2, Manuelni, Bela, 06.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Jonway,Scooter,scooter 50QT,2008,7500,50,3,4,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Piaggio,Scooter,X10 350 Executive ABS/ASR,2016,1000,350,25,34,1, Automatski, Bela, 06.2017.,Domace tablice, Nije ostecen
450,Polovan motor,Jawa,Naked,Twin sport 350,1991,5000,350,19,26,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Kawasaki,Sport / Super sport,zx6r,1998,49581,600,80,109,4, Manuelni, Crna, 02.2017.,Domace tablice, Nije ostecen
1800,Polovan motor,Suzuki,Scooter,Burgman,2004,25674,400,25,34,1, Automatski,nepoznato, 09.2017.,Domace tablice, Nije ostecen
5200,Polovan motor,Honda,Sport / Super sport,CBR 1000 RR,2007,20000,998,126,171,4, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
3400,Polovan motor,Yamaha,Naked,xj6,2009,30000,600,57,77,4, Manuelni, Bela, 06.2017.,Domace tablice, Nije ostecen
2100,Polovan motor,Aprilia,Scooter,Atlantic 250 ie,2009,1,250,16,22,1, Automatski, Siva, 11.2017.,Domace tablice, Nije ostecen
2900,Polovan motor,Honda,Sport / Super sport,CBF 600 S ABS,2005,30000,599,57,77,4, Manuelni, Siva, 01.2018.,Domace tablice, Nije ostecen
1600,Polovan motor,Aprilia,Scooter,Atlantic 250,2006,30000,244,15,20,nepoznato, Automatski, Siva, 08.2017.,Domace tablice, Nije ostecen
3350,Polovan motor,Suzuki,Scooter,burgman,2008,19000,400,25,34,4, Automatski, Tirkiz, Nije registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Honda,Scooter,silver wing 600i,2001,26500,600,37,50,2, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
280,Polovan motor,Moto Zeta,Scooter,reli,2008,3900,49,1,2,1, Automatski, Plava, 06.2017.,Domace tablice, Nije ostecen
1950,Polovan motor,Aprilia,Moped,Mohito,2014,3150,125,7,10,2, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
350,Polovan motor,Orion,Scooter,craus,2008,80000,49,3,4,1, Automatski,nepoznato, Trajno registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Kawasaki,Sport / Super sport,gpz,1989,56000,500,37,50,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,BMW,Scooter,C1 200,2002,47000,176,13,18,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Peugeot,Scooter,sum up,2009,10750,125,7,10,1, Automatski, Plava, 06.2017.,Domace tablice, Nije ostecen
1080,Nov motor,Peda,Scooter,ET,2017,0,49,3,3,1, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
1100,Polovan motor,Kawasaki,Sport / Super sport,GPZ 500 S,1993,53000,500,44,60,2, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Sprint,Scooter,Jia Jue,2016,120,49,2,3,1, Automatski, Plava, 10.2017.,Domace tablice, Nije ostecen
1700,Polovan motor,Yamaha,Sport / Super sport,fzr 500 r1,1990,70000,499,52,71,4, Manuelni,nepoznato, 10.2017.,Domace tablice, Nije ostecen
3450,Polovan motor,Honda,Enduro / Cross,CRF450R,2012,97,450,40,54,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
3800,Polovan motor,KTM,Supermoto,LC4 640,2006,25000,625,40,54,1, Manuelni, Narandžasta, 05.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Peugeot,Scooter,307 wrc,2005,3,49,3,4,nepoznato, Automatski,nepoznato, Trajno registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Suzuki,Enduro / Cross,DL 1000 Vstrom,2003,35800,1000,73,99,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
2150,Polovan motor,Yamaha,Scooter,T MAX,2002,46069,500,29,39,nepoznato, Automatski, Plava, 07.2017.,Domace tablice, Nije ostecen
950,Polovan motor,Kymco,Scooter,bet win,2008,5200,49,3,4,2, Automatski, Bela, Trajno registrovan,Domace tablice, Nije ostecen
320,Polovan motor,MZ,Enduro / Cross,150,1990,11111,150,10,14,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Sachs,Enduro / Cross,X road 125,2008,5000,125,10,14,1, Manuelni, Crvena, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
3000,Polovan motor,Yamaha,Supermoto,xtx,2005,36000,660,35,48,1, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
1520,Polovan motor,Piaggio,Moped,bewerly,2004,44000,250,16,22,1, Automatski, Siva, 05.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Aprilia,Sport / Super sport,rs 125,2000,17000,125,14,19,1, Manuelni, Zelena, 05.2017.,Domace tablice, Nije ostecen
1400,Polovan motor,Kawasaki,Enduro / Cross,Klr 650,2002,18097,650,34,46,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Aprilia,Sport / Super sport,rs 125,2013,25000,125,11,15,1, Manuelni, Bela, 10.2017.,Domace tablice, Nije ostecen
280,Polovan motor,Yamaha,Scooter,Cygnus X,2005,15000,125,9,12,1, Automatski, Plava, Nije registrovan,Domace tablice, ostecen - u voznom stanju
700,Polovan motor,Suzuki,Sport / Super sport,Gsxr,1992,40000,750,58,79,4, Manuelni,Zuta, Nije registrovan,Domace tablice, Nije ostecen
100,Polovan motor,Tomos,Moped,apn 4,1986,1313131,49,11,15,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Piaggio,Scooter,T5 LML,1990,12000,150,6,8,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Suzuki,Sport / Super sport,gsxr,2007,33000,750,115,156,4, Manuelni, Bela, 07.2017.,Domace tablice, ostecen - u voznom stanju
3700,Polovan motor,Suzuki,Scooter,burgman,2007,19000,650,41,56,2, Automatski,nepoznato, 06.2017.,Domace tablice, Nije ostecen
1700,Polovan motor,Kawasaki,Sport / Super sport,Ninja ZX6R,1999,33520,600,80,109,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
5100,Polovan motor,Buell,Sport / Super sport,xb12r firebolt,2008,6500,1200,76,103,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Malaguti,Scooter,phantom,2004,31000,125,11,15,2, Automatski, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Piaggio,Scooter,beverly 200,2002,15500,198,14,19,nepoznato, Automatski, Siva, 09.2016.,Domace tablice, Nije ostecen
750,Polovan motor,Yamaha,Scooter,Aerox,2003,21000,70,13,18,1, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Yamaha,Chopper / Cruiser,Virago 250,1993,29000,248,13,18,2, Automatski, Crna, 05.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Yamaha,Scooter,Majesty 125,2001,30500,125,9,12,1, Automatski,Zuta, Nije registrovan,Domace tablice, Nije ostecen
5100,Polovan motor,Suzuki,Touring,V STROM 1000,2005,41150,996,72,98,2, Manuelni, Srebrna, 01.2018.,Domace tablice, Nije ostecen
2580,Polovan motor,Honda,Scooter,silver wing,2004,12000,600,39,53,2, Automatski, Siva, 04.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Piaggio,Scooter,beverly,2002,2260,200,14,19,1, Automatski, Siva, 08.2017.,Domace tablice, Nije ostecen
670,Polovan motor,TGB,Scooter,R50X Jet Fighter F1,2008,12000,49,4,5,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Kinroad,Chopper / Cruiser,xintaian,2008,15000,150,8,11,1, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
150,Polovan motor,Tomos,Moped,apn 4,1985,25,50,50,68,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Yamaha,Scooter,Aerox,1998,26302,50,2,3,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
9390,Nov motor,Yamaha,Naked,MT 09 ABS/ASR NOVO,2017,0,847,85,116,3, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
2200,Polovan motor,BMW,Oldtimer,R60/5,1971,64000,600,29,39,2, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
8900,Polovan motor,Harley Davidson,Chopper / Cruiser,XR 1200,2010,50000,1200,77,105,4, Manuelni, Crna, 07.2017.,Domace tablice, Nije ostecen
12000,Polovan motor,Harley Davidson,Chopper / Cruiser,FAT BOY,2003,38500,1453,60,82,2, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
5200,Polovan motor,Kawasaki,Sport / Super sport,ZX,2006,18200,998,129,175,4, Manuelni, Zelena, 05.2017.,Domace tablice, Nije ostecen
